239,27,83
240,26,109
240,7,106
240,5,91
241,27,136
241,12,115
241,5,107
242,24,66
242,16,56
242,6,56
243,14,71
243,7,68
243,15,59
244,22,89
244,12,83
244,34,80
245,9,103
245,11,101
245,39,83
246,2,95
246,11,80
246,3,79
247,16,80
247,25,80
247,28,60
248,4,101
248,2,89
248,9,81
249,7,120
249,1,119
249,14,115
250,17,97
250,13,79
250,10,78
251,16,118
251,1,111
251,18,106
252,33,116
252,24,93
252,36,90
253,20,119
253,15,105
253,37,80
254,5,79
254,11,64
254,23,56
255,23,127
255,26,84
255,17,84
256,17,137
256,12,85
256,33,79
257,16,110
257,1,106
257,37,75
258,2,111
258,11,70
258,3,56
259,27,85
259,29,84
259,23,84
260,5,113
260,10,111
260,8,85
261,1,123
261,22,109
261,3,102
262,20,101
262,9,87
262,17,83
263,1,91
263,18,89
263,8,69
264,11,109
264,9,97
264,16,92
265,16,96
265,10,84
265,41,70
266,36,132
266,15,125
266,7,108
267,2,118
267,9,92
267,1,76
268,11,104
268,6,87
268,5,78
269,27,114
269,14,89
269,11,84
270,4,98
270,2,90
270,5,77
271,9,123
271,27,102
271,10,85
272,2,137
272,17,70
272,21,64
273,10,152
273,15,100
273,18,82
274,18,115
274,4,103
274,3,97
275,26,127
275,5,125
275,17,78
276,1,84
276,24,75
276,5,73
277,18,113
277,23,89
277,4,69
278,7,126
278,2,110
278,0,76
279,21,95
279,3,91
279,13,89
280,9,136
280,3,112
280,21,107
281,10,142
281,22,83
281,15,79
282,4,145
282,16,73
282,39,56
283,8,100
283,9,89
283,22,85
284,5,105
284,36,84
284,15,82
285,2,162
285,15,95
285,29,86
286,21,138
286,2,85
286,1,74
287,20,123
287,39,108
287,13,89
288,9,119
288,42,113
288,23,77
289,24,121
289,16,86
289,1,71
290,31,88
290,36,81
290,13,76
291,3,119
291,6,91
291,39,89
292,1,127
292,4,94
292,8,68
293,27,120
293,15,101
293,3,97
294,2,106
294,29,88
294,6,62
295,13,123
295,12,103
295,15,84
296,16,90
296,14,78
296,20,76
297,5,162
297,13,87
297,33,75
298,23,139
298,6,103
298,19,102
299,37,120
299,13,108
299,6,101
300,23,149
300,12,105
300,29,86
301,18,112
301,8,95
301,12,91
302,4,134
302,8,67
302,40,65
303,3,155
303,25,122
303,30,103
304,41,103
304,37,92
304,9,78
305,28,123
305,10,93
305,37,71
306,15,148
306,31,94
306,35,76
307,42,114
307,1,113
307,22,96
308,15,110
308,65,106
308,10,105
309,13,124
309,16,124
309,19,121
310,17,110
310,23,86
310,7,73
311,30,86
311,2,83
311,1,75
312,5,98
312,16,95
312,14,78
313,14,169
313,5,99
313,7,96
314,1,124
314,15,95
314,18,93
315,1,129
315,21,128
315,37,91
316,7,96
316,18,95
316,42,91
317,31,96
317,20,91
317,16,90
318,23,122
318,4,90
318,26,90
319,37,95
319,14,84
319,17,82
320,24,113
320,33,110
320,8,85
321,16,122
321,12,113
321,9,104
322,24,98
322,37,97
322,3,90
323,25,119
323,16,83
323,23,73
324,20,112
324,4,94
324,14,79
325,12,112
325,19,109
325,7,78
326,15,104
326,19,100
326,34,86
327,15,123
327,9,113
327,2,83
328,23,95
328,2,90
328,6,83
329,7,104
329,10,75
329,20,70
330,20,102
330,3,101
330,11,93
331,10,145
331,26,79
331,20,69
332,5,87
332,7,80
332,24,78
333,7,180
333,20,99
333,15,66
334,6,101
334,17,99
334,22,98
335,30,108
335,44,102
335,25,101
336,10,106
336,12,106
336,11,95
337,14,89
337,27,84
337,6,82
338,11,121
338,3,115
338,24,89
339,8,125
339,19,92
339,23,89
340,15,118
340,9,80
340,8,78
341,16,100
341,30,92
341,4,88
342,7,129
342,42,88
342,16,82
343,17,137
343,1,111
343,4,106
344,11,135
344,3,120
344,0,92
345,11,111
345,20,104
345,13,70
346,4,109
346,6,87
346,47,62
347,16,99
347,26,75
347,25,68
348,7,115
348,4,97
348,14,92
349,24,119
349,16,93
349,2,92
350,8,138
350,6,113
350,35,95
351,21,93
351,13,92
351,3,81
352,32,113
352,16,93
352,6,92
353,21,119
353,4,118
353,7,65
354,31,104
354,13,102
354,17,101
355,17,97
355,25,77
355,22,74
356,9,114
356,13,106
356,46,77
357,17,97
357,33,90
357,6,73
358,31,109
358,14,95
358,5,92
359,12,143
359,19,101
359,29,59
360,29,125
360,21,77
360,11,73
361,15,89
361,4,88
361,3,86
362,37,87
362,12,78
362,15,71
363,1,100
363,21,100
363,5,95
364,55,106
364,41,90
364,22,78
365,28,107
365,13,77
365,31,73
366,13,98
366,15,93
366,31,81
367,20,141
367,0,109
367,7,92
368,3,174
368,7,107
368,9,102
369,5,128
369,15,106
369,18,87
370,14,171
370,8,123
370,3,111
371,16,114
371,7,91
371,6,90
372,13,96
372,1,89
372,53,82
373,22,78
373,17,75
373,24,71
374,6,120
374,16,107
374,33,78
375,7,78
375,38,66
375,15,62
376,14,206
376,2,131
376,9,72
377,15,118
377,3,71
377,36,64
378,20,93
378,5,87
378,19,75
379,8,117
379,11,79
379,29,73
380,38,156
380,17,129
380,12,90
381,18,127
381,8,110
381,11,87
382,63,79
382,23,69
382,2,57
383,12,127
383,40,111
383,32,110
384,30,105
384,16,103
384,19,91
385,19,167
385,17,113
385,23,90
386,21,129
386,11,81
386,4,72
387,15,87
387,16,75
387,20,64
388,11,133
388,8,122
388,6,97
389,9,136
389,8,105
389,36,89
390,12,122
390,17,99
390,2,84
391,4,115
391,9,96
391,8,77
392,12,129
392,4,105
392,33,92
393,14,135
393,29,90
393,42,72
394,11,103
394,18,85
394,28,79
395,6,111
395,11,92
395,3,92
396,1,141
396,22,120
396,17,106
397,33,127
397,15,126
397,11,86
398,13,129
398,10,91
398,20,90
399,6,103
399,15,92
399,7,85
400,24,119
400,3,79
400,18,77
401,6,158
401,12,80
401,14,72
402,2,123
402,22,108
402,8,105
403,28,126
403,10,91
403,36,77
404,4,117
404,23,113
404,2,94
405,25,85
405,19,82
405,6,75
406,3,131
406,1,111
406,19,101
407,20,117
407,11,111
407,19,88
408,13,108
408,22,86
408,19,82
409,45,85
409,22,69
409,4,64
410,27,109
410,6,92
410,5,89
411,19,155
411,8,124
411,13,103
412,13,103
412,33,101
412,32,87
413,2,143
413,1,94
413,10,84
414,8,127
414,2,123
414,9,113
415,5,93
415,29,89
415,4,88
416,9,130
416,25,123
416,16,76
417,27,102
417,11,101
417,31,93
418,13,84
418,32,78
418,7,78
419,1,114
419,4,114
419,5,99
420,2,115
420,5,77
420,11,77
421,14,85
421,9,84
421,15,65
422,17,80
422,21,59
422,72,58
423,18,131
423,16,125
423,41,107
424,5,116
424,4,81
424,8,72
425,20,94
425,6,78
425,8,71
426,8,139
426,0,115
426,32,96
427,13,134
427,5,105
427,36,86
428,2,93
428,0,90
428,3,89
429,22,101
429,44,92
429,29,84
430,13,117
430,2,90
430,15,89
431,28,90
431,18,83
431,37,78
432,15,129
432,6,96
432,19,84
433,8,118
433,34,105
433,6,97
434,3,116
434,34,95
434,2,94
435,3,117
435,27,111
435,19,94
436,42,84
436,1,75
436,2,69
437,21,100
437,27,89
437,10,88
438,1,79
438,10,77
438,13,76
439,22,109
439,17,64
439,2,63
440,6,164
440,7,141
440,23,104
441,23,111
441,14,88
441,25,79
442,2,97
442,4,92
442,7,84
443,60,112
443,1,100
443,9,79
444,8,113
444,24,98
444,21,80
445,32,98
445,8,85
445,17,78
446,15,108
446,8,92
446,32,74
447,12,91
447,2,82
447,7,77
448,0,85
448,6,82
448,20,82
449,7,186
449,24,74
449,41,73
450,22,110
450,6,100
450,28,97
451,28,100
451,12,98
451,41,72
452,12,191
452,7,97
452,14,97
453,4,199
453,18,115
453,19,109
454,10,102
454,28,98
454,7,79
455,16,80
455,33,79
455,11,75
456,9,142
456,4,133
456,2,92
457,16,126
457,5,117
457,32,81
458,11,136
458,17,119
458,7,108
459,6,149
459,3,93
459,23,92
460,42,123
460,20,76
460,4,74
461,15,116
461,41,74
461,25,60
462,10,137
462,5,95
462,33,87
463,30,121
463,13,114
463,5,96
464,6,107
464,14,86
464,27,81
465,26,79
465,18,75
465,6,73
466,21,117
466,13,110
466,35,72
467,20,106
467,4,100
467,16,99
468,3,81
468,27,81
468,2,73
469,20,155
469,1,140
469,33,83
470,54,120
470,14,91
470,28,69
471,13,87
471,3,79
471,14,76
472,5,109
472,15,88
472,11,87
473,4,77
473,13,68
473,22,67
474,9,148
474,2,121
474,20,110
475,12,192
475,19,94
475,36,75
476,5,112
476,7,91
476,48,84
477,1,104
477,8,92
477,46,90
478,9,146
478,13,105
478,37,90
479,9,97
479,35,76
479,8,72
480,9,137
480,15,94
480,20,85
481,2,135
481,34,127
481,15,120
482,19,134
482,6,82
482,1,70
483,13,136
483,26,79
483,5,75
484,15,89
484,33,84
484,36,75
485,26,118
485,11,110
485,10,92
486,3,59
486,14,54
486,1,53
487,18,97
487,12,95
487,13,84
488,15,110
488,31,106
488,16,104
489,32,74
489,30,69
489,23,67
490,5,84
490,37,77
490,22,64
491,23,109
491,13,92
491,20,71
492,18,147
492,6,122
492,23,108
493,23,118
493,4,88
493,8,86
494,16,117
494,12,108
494,25,96
495,4,107
495,20,79
495,21,77
496,9,119
496,11,108
496,3,78
497,29,114
497,10,98
497,1,96
498,2,141
498,6,88
498,3,83
499,25,123
499,11,94
499,19,72
500,25,115
500,9,85
500,13,79
501,6,144
501,18,107
501,12,88
502,5,98
502,7,92
502,13,86
503,13,119
503,7,112
503,17,104
504,11,92
504,22,91
504,12,91
505,6,71
505,2,64
505,9,63
506,12,131
506,1,126
506,11,77
507,24,110
507,17,103
507,23,98
508,30,112
508,24,104
508,7,95
509,5,129
509,22,101
509,12,79
510,18,79
510,3,73
510,33,68
511,9,182
511,29,98
511,38,80
512,18,118
512,7,118
512,21,108
513,20,108
513,13,96
513,16,95
514,13,114
514,34,82
514,17,76
515,2,90
515,7,73
515,5,64
516,1,104
516,10,98
516,11,86
517,26,172
517,18,85
517,7,76
518,21,68
518,8,62
518,40,60
519,16,123
519,6,106
519,7,95
520,30,93
520,11,93
520,21,77
521,1,87
521,18,80
521,20,75
522,14,122
522,7,119
522,8,98
523,10,79
523,14,69
523,50,61
524,33,137
524,8,104
524,22,82
525,28,139
525,18,87
525,21,72
526,14,118
526,9,106
526,16,89
527,24,88
527,19,85
527,0,82
528,25,105
528,40,84
528,5,68
529,28,123
529,2,102
529,0,99
530,9,94
530,4,91
530,6,84
531,5,117
531,23,95
531,16,92
532,21,84
532,11,83
532,19,79
533,8,133
533,13,114
533,5,100
534,2,94
534,35,81
534,28,80
535,27,181
535,16,103
535,22,70
536,23,110
536,9,109
536,15,93
537,22,143
537,9,139
537,10,111
538,9,102
538,6,101
538,14,100
539,12,119
539,19,113
539,33,81
540,9,109
540,5,84
540,0,75
541,5,88
541,0,75
541,18,74
542,13,97
542,11,80
542,12,76
543,14,121
543,25,99
543,0,98
544,9,100
544,8,98
544,18,76
545,8,92
545,14,92
545,25,72
546,33,178
546,26,89
546,24,82
547,2,125
547,15,123
547,29,109
548,14,99
548,13,95
548,6,92
549,28,91
549,24,85
549,26,81
550,3,101
550,39,97
550,2,77
551,20,123
551,28,122
551,10,92
552,28,107
552,15,92
552,25,76
553,10,132
553,6,114
553,21,85
554,4,125
554,21,108
554,6,101
555,0,131
555,23,125
555,4,101
556,37,95
556,17,86
556,23,78
557,8,163
557,6,122
557,12,106
558,15,130
558,14,93
558,17,88
559,50,71
559,20,69
559,37,64
560,9,204
560,3,120
560,24,119
561,13,82
561,7,64
561,17,58
562,20,114
562,7,95
562,28,91
563,6,85
563,10,85
563,32,84
564,24,119
564,12,75
564,49,75
565,7,146
565,12,75
565,1,73
566,17,103
566,19,80
566,42,67
567,6,108
567,33,97
567,26,95
568,3,148
568,10,87
568,2,81
569,15,127
569,13,102
569,47,86
570,4,118
570,24,98
570,20,74
571,4,137
571,12,124
571,22,105
572,19,111
572,2,101
572,16,101
573,25,148
573,18,75
573,22,73
574,19,134
574,14,121
574,25,84
575,14,115
575,8,84
575,9,82
576,1,157
576,43,109
576,11,87
577,21,123
577,4,120
577,2,109
578,3,102
578,11,78
578,2,68
579,30,91
579,23,89
579,0,87
580,11,93
580,2,77
580,27,68
581,22,136
581,7,122
581,24,82
582,27,112
582,11,87
582,2,81
583,11,115
583,7,110
583,21,102
584,15,112
584,3,107
584,37,98
585,28,112
585,19,90
585,12,87
586,24,131
586,36,90
586,22,88
587,17,148
587,4,122
587,5,119
588,19,136
588,38,100
588,4,97
589,10,142
589,16,137
589,6,110
590,8,97
590,21,93
590,5,88
591,7,133
591,41,83
591,2,82
592,31,80
592,22,79
592,18,79
593,38,106
593,16,88
593,59,72
594,9,104
594,13,86
594,8,77
595,22,111
595,20,95
595,27,91
596,16,109
596,8,72
596,19,71
597,15,129
597,2,114
597,17,98
598,14,97
598,26,86
598,25,79
599,8,119
599,30,105
599,13,99
600,26,101
600,2,94
600,11,68
601,3,154
601,32,104
601,5,89
602,8,169
602,4,133
602,34,124
603,20,107
603,30,89
603,16,84
604,0,96
604,28,82
604,11,73
605,23,138
605,29,125
605,11,114
606,29,126
606,6,113
606,11,91
607,7,153
607,11,106
607,1,99
608,16,86
608,17,71
608,19,64
609,3,107
609,16,89
609,1,88
610,2,124
610,11,103
610,13,83
611,24,107
611,17,96
611,8,85
612,44,96
612,19,92
612,5,88
613,26,89
613,8,78
613,7,74
614,27,102
614,26,83
614,30,81
615,10,110
615,23,89
615,11,81
616,12,115
616,11,101
616,9,97
617,40,63
617,18,58
617,11,56
618,1,91
618,6,87
618,12,74
619,4,104
619,2,101
619,14,98
620,8,107
620,7,91
620,34,86
621,4,96
621,8,91
621,41,90
622,11,118
622,50,94
622,29,70
623,2,100
623,33,91
623,11,87
624,23,96
624,41,91
624,18,77
625,27,90
625,18,79
625,13,76
626,17,95
626,2,83
626,30,75
627,2,103
627,10,90
627,3,89
628,22,124
628,29,122
628,8,112
629,30,105
629,15,102
629,14,98
630,5,116
630,19,92
630,16,67
631,9,81
631,35,76
631,43,75
632,20,65
632,4,62
632,35,52
633,10,91
633,5,83
633,1,82
634,1,138
634,10,88
634,7,86
635,16,130
635,1,121
635,13,98
636,23,112
636,13,85
636,21,81
637,16,93
637,45,80
637,53,73
638,18,106
638,13,90
638,32,89
639,1,111
639,9,93
639,27,88
640,10,113
640,27,93
640,2,93
641,23,159
641,32,110
641,7,105
642,6,121
642,9,120
642,5,109
643,1,146
643,8,126
643,4,95
644,18,143
644,19,111
644,2,88
645,16,98
645,57,81
645,31,80
646,17,147
646,6,109
646,32,109
647,9,100
647,4,97
647,28,57
648,35,108
648,22,71
648,1,68
649,15,123
649,45,116
649,29,103
650,3,76
650,20,73
650,1,59
651,2,103
651,7,85
651,24,84
652,5,119
652,4,103
652,12,77
653,9,128
653,19,77
653,8,74
654,2,100
654,28,99
654,19,91
655,26,85
655,24,63
655,10,63
656,22,109
656,2,88
656,6,75
657,15,92
657,40,77
657,30,71
658,27,148
658,5,120
658,3,107
659,17,90
659,18,72
659,26,64
660,34,112
660,31,88
660,11,79
661,11,117
661,19,96
661,9,84
662,5,135
662,8,102
662,4,87
663,4,99
663,26,73
663,22,68
664,11,114
664,13,91
664,12,78
665,3,104
665,8,95
665,10,89
666,16,131
666,15,112
666,26,99
667,21,81
667,8,79
667,1,66
668,7,79
668,4,64
668,61,58
669,6,198
669,27,95
669,1,88
670,25,135
670,1,93
670,7,90
671,1,90
671,9,87
671,23,82
672,23,120
672,26,93
672,6,87
673,4,118
673,7,98
673,3,71
674,28,119
674,16,88
674,19,78
675,5,90
675,38,76
675,18,71
676,31,123
676,43,103
676,3,98
677,5,99
677,25,97
677,12,88
678,15,196
678,20,106
678,19,83
679,9,119
679,4,87
679,5,79
680,11,81
680,30,73
680,8,60
681,14,137
681,7,104
681,41,103
682,14,116
682,17,96
682,7,80
683,46,113
683,3,94
683,4,84
684,15,143
684,11,96
684,21,72
685,10,79
685,7,73
685,2,71
686,41,97
686,6,91
686,14,80
687,25,138
687,8,138
687,17,132
688,1,119
688,9,119
688,16,93
689,3,137
689,21,100
689,11,82
690,15,151
690,5,91
690,18,78
691,0,85
691,3,83
691,37,77
692,2,111
692,0,90
692,4,88
693,12,111
693,13,109
693,7,84
694,1,130
694,6,121
694,5,96
695,2,134
695,6,119
695,16,78
696,10,114
696,36,109
696,9,97
697,33,79
697,25,78
697,1,70
698,15,102
698,37,99
698,48,92
699,20,109
699,2,101
699,7,96
700,15,90
700,4,68
700,41,63
701,17,94
701,4,88
701,30,74
702,21,87
702,23,81
702,19,78
703,36,105
703,17,99
703,7,92
704,3,76
704,2,75
704,21,72
705,52,95
705,34,74
705,4,61
706,23,105
706,7,93
706,15,73
707,9,96
707,12,91
707,32,90
708,7,104
708,9,104
708,21,70
709,2,143
709,9,134
709,1,103
710,10,96
710,17,80
710,14,67
711,5,107
711,6,89
711,22,76
712,7,99
712,0,89
712,15,81
713,22,114
713,4,102
713,3,86
714,16,112
714,3,98
714,12,92
715,17,86
715,15,60
715,27,58
716,23,86
716,13,84
716,4,67
717,26,133
717,9,131
717,4,123
718,8,116
718,27,106
718,18,96
719,15,111
719,20,98
719,8,96
720,23,112
720,2,91
720,3,86
721,18,202
721,14,119
721,20,119
722,43,83
722,72,80
722,20,80
723,18,87
723,5,86
723,10,79
724,9,95
724,66,77
724,31,74
725,61,83
725,6,79
725,1,76
726,11,102
726,8,99
726,4,77
727,1,160
727,6,113
727,5,111
728,1,102
728,9,70
728,13,67
729,20,111
729,42,86
729,14,82
730,4,91
730,16,87
730,23,76
731,16,94
731,4,90
731,0,87
732,5,131
732,1,127
732,8,81
733,26,172
733,3,136
733,38,117
734,35,111
734,10,86
734,2,86
735,3,134
735,4,114
735,43,110
736,13,133
736,7,98
736,25,90
737,6,119
737,15,97
737,13,87
738,14,105
738,35,95
738,20,91
739,14,104
739,20,84
739,2,71
740,3,119
740,13,79
740,31,78
741,5,98
741,17,80
741,11,75
742,4,123
742,13,110
742,6,102
743,23,91
743,4,81
743,22,80
744,3,136
744,6,87
744,0,71
745,35,94
745,8,90
745,2,88
746,14,137
746,0,93
746,6,89
747,9,130
747,16,121
747,12,80
748,18,85
748,29,75
748,7,70
749,3,114
749,10,106
749,5,87
750,9,105
750,22,95
750,2,90
751,16,81
751,14,73
751,7,65
752,9,121
752,17,79
752,26,77
753,15,110
753,5,101
753,1,84
754,25,111
754,20,105
754,9,104
755,7,160
755,21,125
755,24,99
756,4,127
756,30,90
756,10,89
757,20,108
757,28,97
757,13,97
758,34,101
758,7,100
758,28,79
759,18,125
759,2,109
759,6,90
760,8,95
760,38,89
760,34,88
761,36,93
761,42,71
761,3,68
762,10,97
762,14,96
762,37,85
763,4,137
763,10,89
763,2,85
764,13,137
764,9,68
764,5,64
765,8,153
765,37,109
765,18,89
766,10,119
766,16,92
766,35,82
767,31,87
767,1,77
767,13,51
768,26,79
768,31,76
768,6,67
769,4,128
769,14,96
769,13,94
770,11,101
770,2,86
770,21,81
771,6,84
771,26,71
771,22,71
772,2,107
772,18,103
772,11,96
773,6,108
773,15,107
773,12,92
774,21,91
774,4,68
774,28,65
775,17,134
775,0,105
775,22,102
776,17,150
776,25,131
776,9,105
777,4,91
777,26,83
